"","Subject","Group","Block","Trial","Emotion","SameDiff","Gender","ACC","RT"
"1",10,"A",1,1,"pos","same","female",0,NA
"2",10,"A",1,2,"neg","same","female",0,NA
"3",10,"A",1,3,"neu","diff","female",1,897
"4",10,"A",1,4,"neu","diff","female",1,1469
"5",10,"A",1,5,"neu","same","female",1,956
"6",10,"A",1,6,"neg","diff","female",0,NA
"7",10,"A",1,7,"pos","diff","female",1,1332
"8",10,"A",1,8,"neu","diff","female",0,NA
"9",10,"A",1,9,"pos","same","female",1,827
"10",10,"A",1,10,"neu","same","female",1,1034
"11",10,"A",1,11,"pos","same","female",1,656
"12",10,"A",1,12,"pos","diff","female",1,892
"13",10,"A",1,13,"neu","diff","female",1,1256
"14",10,"A",1,14,"neg","diff","female",1,1260
"15",10,"A",1,15,"pos","diff","female",1,913
"16",10,"A",1,16,"pos","diff","female",1,1055
"17",10,"A",1,17,"pos","same","female",1,683
"18",10,"A",1,18,"pos","same","female",1,652
"19",10,"A",1,19,"pos","same","female",1,855
"20",10,"A",1,20,"pos","same","female",1,1275
"21",10,"A",1,21,"neu","diff","female",1,1106
"22",10,"A",1,22,"pos","same","female",1,697
"23",10,"A",1,23,"pos","diff","female",1,829
"24",10,"A",1,24,"neg","diff","female",1,1323
"25",10,"A",1,25,"neu","diff","female",1,1373
"26",10,"A",1,26,"neg","same","female",1,937
"27",10,"A",1,27,"pos","diff","female",1,1037
"28",10,"A",1,28,"neg","same","female",1,932
"29",10,"A",1,29,"pos","same","female",1,648
"30",10,"A",1,30,"neu","diff","female",0,1297
"31",10,"A",1,31,"pos","same","female",1,717
"32",10,"A",1,32,"neg","diff","female",1,820
"33",10,"A",1,33,"neg","diff","female",1,992
"34",10,"A",1,34,"neg","same","female",1,782
"35",10,"A",1,35,"neg","same","female",1,738
"36",10,"A",1,36,"neu","diff","female",1,846
"37",10,"A",1,37,"pos","diff","female",1,751
"38",10,"A",1,38,"pos","diff","female",1,958
"39",10,"A",1,39,"neu","diff","female",1,887
"40",10,"A",1,40,"pos","same","female",1,1297
"41",10,"A",1,41,"neg","diff","female",0,NA
"42",10,"A",1,42,"neu","diff","female",1,1204
"43",10,"A",1,43,"neg","same","female",1,637
"44",10,"A",1,44,"neu","same","female",1,804
"45",10,"A",1,45,"neg","same","female",1,749
"46",10,"A",1,46,"neg","diff","female",1,972
"47",10,"A",1,47,"neg","same","female",1,872
"48",10,"A",1,48,"pos","diff","female",1,973
"49",10,"A",1,49,"pos","diff","female",1,1017
"50",10,"A",1,50,"pos","same","female",1,670
"51",10,"A",1,51,"neg","diff","female",1,780
"52",10,"A",1,52,"pos","same","female",1,704
"53",10,"A",1,53,"neg","same","female",1,724
"54",10,"A",1,54,"pos","same","female",1,621
"55",10,"A",1,55,"neg","same","female",1,785
"56",10,"A",2,1,"pos","same","female",0,NA
"57",10,"A",2,2,"neg","same","female",0,NA
"58",10,"A",2,3,"neu","diff","female",1,818
"59",10,"A",2,4,"neu","diff","female",1,1134
"60",10,"A",2,5,"neu","same","female",1,714
"61",10,"A",2,6,"neu","same","female",0,NA
"62",10,"A",2,7,"neu","same","female",0,NA
"63",10,"A",2,8,"pos","diff","female",0,1037
"64",10,"A",2,9,"pos","diff","female",0,1492
"65",10,"A",2,10,"neu","diff","female",0,NA
"66",10,"A",2,11,"neu","diff","female",0,1224
"67",10,"A",2,12,"neu","same","female",1,948
"68",10,"A",2,13,"neu","same","female",1,715
"69",10,"A",2,14,"neu","same","female",1,1106
"70",10,"A",2,15,"neu","same","female",1,776
"71",10,"A",2,16,"pos","diff","female",1,780
"72",10,"A",2,17,"neg","diff","female",1,736
"73",10,"A",2,18,"neu","diff","female",1,748
"74",10,"A",2,19,"pos","diff","female",1,1019
"75",10,"A",2,20,"neu","same","female",0,783
"76",10,"A",2,21,"pos","same","female",1,579
"77",10,"A",2,22,"neg","diff","female",1,735
"78",10,"A",2,23,"neu","diff","female",1,666
"79",10,"A",2,24,"neg","same","female",1,648
"80",10,"A",2,25,"neu","same","female",1,801
"81",10,"A",2,26,"neg","same","female",1,779
"82",10,"A",2,27,"neg","diff","female",1,703
"83",10,"A",2,28,"pos","diff","female",1,706
"84",10,"A",2,29,"neg","same","female",1,569
"85",10,"A",2,30,"pos","same","female",1,978
"86",10,"A",2,31,"neg","same","female",1,542
"87",10,"A",2,32,"neg","diff","female",1,578
"88",10,"A",2,33,"pos","diff","female",1,654
"89",10,"A",2,34,"neg","same","female",1,458
"90",10,"A",2,35,"pos","same","female",1,382
"91",10,"A",2,36,"neg","same","female",1,657
"92",10,"A",2,37,"pos","same","female",1,429
"93",10,"A",2,38,"neg","same","female",1,540
"94",10,"A",2,39,"pos","same","female",1,496
"95",10,"A",2,40,"neu","diff","female",1,779
"96",10,"A",2,41,"neu","diff","female",1,767
"97",10,"A",2,42,"neg","diff","female",1,769
"98",10,"A",2,43,"neu","same","female",1,754
"99",10,"A",2,44,"neg","same","female",1,769
"100",10,"A",2,45,"neg","diff","female",1,1250
"101",10,"A",2,46,"pos","diff","female",1,675
"102",10,"A",2,47,"pos","diff","female",1,754
"103",10,"A",2,48,"pos","same","female",1,480
"104",10,"A",2,49,"pos","same","female",1,698
"105",10,"A",2,50,"neu","diff","female",1,733
"106",10,"A",2,51,"pos","same","female",1,457
"107",10,"A",2,52,"neu","same","female",1,685
"108",10,"A",2,53,"neu","diff","female",1,766
"109",10,"A",2,54,"pos","diff","female",1,912
"110",10,"A",2,55,"neu","same","female",1,653
"111",10,"A",3,1,"neu","same","female",0,NA
"112",10,"A",3,2,"pos","same","female",0,NA
"113",10,"A",3,3,"neu","same","female",1,770
"114",10,"A",3,4,"pos","same","female",1,691
"115",10,"A",3,5,"pos","diff","female",1,660
"116",10,"A",3,6,"pos","same","female",1,512
"117",10,"A",3,7,"pos","same","female",1,623
"118",10,"A",3,8,"neg","diff","female",1,674
"119",10,"A",3,9,"neu","diff","female",0,945
"120",10,"A",3,10,"pos","diff","female",1,568
"121",10,"A",3,11,"neu","same","female",1,785
"122",10,"A",3,12,"pos","same","female",1,488
"123",10,"A",3,13,"pos","diff","female",1,705
"124",10,"A",3,14,"pos","same","female",1,453
"125",10,"A",3,15,"neu","diff","female",1,648
"126",10,"A",3,16,"pos","same","female",1,466
"127",10,"A",3,17,"neg","diff","female",1,808
"128",10,"A",3,18,"pos","same","female",1,689
"129",10,"A",3,19,"neg","same","female",1,755
"130",10,"A",3,20,"neu","diff","female",1,705
"131",10,"A",3,21,"pos","diff","female",1,1128
"132",10,"A",3,22,"neg","diff","female",0,593
"133",10,"A",3,23,"neg","diff","female",1,528
"134",10,"A",3,24,"neg","same","female",1,673
"135",10,"A",3,25,"neu","diff","female",1,767
"136",10,"A",3,26,"neg","same","female",1,593
"137",10,"A",3,27,"neu","same","female",1,511
"138",10,"A",3,28,"neg","same","female",1,1102
"139",10,"A",3,29,"neu","same","female",1,706
"140",10,"A",3,30,"neu","diff","female",1,904
"141",10,"A",3,31,"pos","diff","female",1,675
"142",10,"A",3,32,"neg","diff","female",1,674
"143",10,"A",3,33,"pos","same","female",1,672
"144",10,"A",3,34,"pos","diff","female",1,687
"145",10,"A",3,35,"pos","same","female",1,448
"146",10,"A",3,36,"neu","diff","female",1,721
"147",10,"A",3,37,"neu","diff","female",1,635
"148",10,"A",3,38,"neu","same","female",1,561
"149",10,"A",3,39,"pos","diff","female",1,1114
"150",10,"A",3,40,"neg","diff","female",1,561
"151",10,"A",3,41,"neu","diff","female",1,1226
"152",10,"A",3,42,"neg","same","female",1,777
"153",10,"A",3,43,"pos","diff","female",1,605
"154",10,"A",3,44,"neg","same","female",1,446
"155",10,"A",3,45,"pos","same","female",1,431
"156",10,"A",3,46,"neg","same","female",1,542
"157",10,"A",3,47,"pos","same","female",1,450
"158",10,"A",3,48,"neg","same","female",1,467
"159",10,"A",3,49,"neg","diff","female",1,729
"160",10,"A",3,50,"neg","same","female",1,435
"161",10,"A",3,51,"neu","diff","female",1,833
"162",10,"A",3,52,"neg","same","female",1,576
"163",10,"A",3,53,"neu","same","female",1,684
"164",10,"A",3,54,"neg","same","female",1,733
"165",10,"A",3,55,"pos","diff","female",1,633
"166",10,"A",4,1,"neg","diff","female",0,NA
"167",10,"A",4,2,"neu","diff","female",0,NA
"168",10,"A",4,3,"neu","diff","female",1,828
"169",10,"A",4,4,"neu","same","female",1,907
"170",10,"A",4,5,"neu","same","female",1,618
"171",10,"A",4,6,"neu","same","female",1,957
"172",10,"A",4,7,"neu","same","female",1,740
"173",10,"A",4,8,"neu","same","female",1,559
"174",10,"A",4,9,"neg","diff","female",1,808
"175",10,"A",4,10,"pos","diff","female",1,753
"176",10,"A",4,11,"pos","diff","female",1,800
"177",10,"A",4,12,"pos","same","female",1,697
"178",10,"A",4,13,"pos","same","female",1,589
"179",10,"A",4,14,"pos","same","female",1,428
"180",10,"A",4,15,"pos","same","female",1,714
"181",10,"A",4,16,"neg","diff","female",1,545
"182",10,"A",4,17,"pos","same","female",1,503
"183",10,"A",4,18,"neu","diff","female",1,867
"184",10,"A",4,19,"neg","diff","female",0,1002
"185",10,"A",4,20,"neu","same","female",1,699
"186",10,"A",4,21,"neg","same","female",1,831
"187",10,"A",4,22,"neu","same","female",1,1086
"188",10,"A",4,23,"pos","diff","female",1,495
"189",10,"A",4,24,"neu","same","female",1,443
"190",10,"A",4,25,"pos","same","female",1,844
"191",10,"A",4,26,"neg","diff","female",1,621
"192",10,"A",4,27,"pos","same","female",1,593
"193",10,"A",4,28,"neu","diff","female",1,768
"194",10,"A",4,29,"pos","same","female",1,497
"195",10,"A",4,30,"neg","diff","female",1,685
"196",10,"A",4,31,"neg","diff","female",1,638
"197",10,"A",4,32,"neg","same","female",0,1127
"198",10,"A",4,33,"neg","same","female",1,945
"199",10,"A",4,34,"neu","diff","female",1,823
"200",10,"A",4,35,"neg","same","female",1,531
"201",10,"A",4,36,"neu","same","female",1,663
"202",10,"A",4,37,"neu","diff","female",1,739
"203",10,"A",4,38,"pos","diff","female",1,959
"204",10,"A",4,39,"neu","same","female",1,904
"205",10,"A",4,40,"neu","diff","female",1,788
"206",10,"A",4,41,"neg","diff","female",1,778
"207",10,"A",4,42,"neu","same","female",1,1006
"208",10,"A",4,43,"pos","diff","female",1,703
"209",10,"A",4,44,"neg","diff","female",1,755
"210",10,"A",4,45,"pos","same","female",1,498
"211",10,"A",4,46,"neu","diff","female",0,654
"212",10,"A",4,47,"pos","same","female",1,569
"213",10,"A",4,48,"neu","same","female",1,995
"214",10,"A",4,49,"pos","same","female",1,417
"215",10,"A",4,50,"neu","same","female",1,685
"216",10,"A",4,51,"neu","diff","female",1,670
"217",10,"A",4,52,"neu","same","female",1,749
"218",10,"A",4,53,"neg","diff","female",1,732
"219",10,"A",4,54,"pos","diff","female",1,695
"220",10,"A",4,55,"pos","diff","female",1,587
"221",10,"A",5,1,"neg","diff","female",0,NA
"222",10,"A",5,2,"pos","diff","female",0,NA
"223",10,"A",5,3,"neu","diff","female",1,817
"224",10,"A",5,4,"neg","diff","female",1,717
"225",10,"A",5,5,"neg","diff","female",1,1059
"226",10,"A",5,6,"neg","same","female",1,1088
"227",10,"A",5,7,"neg","same","female",1,673
"228",10,"A",5,8,"neu","diff","female",1,704
"229",10,"A",5,9,"neg","same","female",1,611
"230",10,"A",5,10,"pos","diff","female",1,743
"231",10,"A",5,11,"pos","diff","female",1,931
"232",10,"A",5,12,"neg","diff","female",1,791
"233",10,"A",5,13,"neg","diff","female",1,734
"234",10,"A",5,14,"neg","same","female",1,618
"235",10,"A",5,15,"neg","same","female",1,638
"236",10,"A",5,16,"neu","diff","female",1,835
"237",10,"A",5,17,"pos","diff","female",1,658
"238",10,"A",5,18,"neu","same","female",1,894
"239",10,"A",5,19,"neg","diff","female",1,666
"240",10,"A",5,20,"neu","same","female",1,728
"241",10,"A",5,21,"neg","same","female",1,881
"242",10,"A",5,22,"neu","same","female",1,731
"243",10,"A",5,23,"neg","same","female",1,663
"244",10,"A",5,24,"neu","same","female",1,467
"245",10,"A",5,25,"neg","same","female",1,601
"246",10,"A",5,26,"neu","same","female",1,666
"247",10,"A",5,27,"neg","same","female",1,553
"248",10,"A",5,28,"pos","diff","female",1,1055
"249",10,"A",5,29,"neu","diff","female",1,891
"250",10,"A",5,30,"neu","diff","female",1,887
"251",10,"A",5,31,"neu","same","female",1,625
"252",10,"A",5,32,"neu","same","female",1,583
"253",10,"A",5,33,"neu","same","female",1,531
"254",10,"A",5,34,"neg","diff","female",1,711
"255",10,"A",5,35,"neg","diff","female",1,782
"256",10,"A",5,36,"pos","diff","female",1,705
"257",10,"A",5,37,"pos","diff","female",1,776
"258",10,"A",5,38,"neu","diff","female",1,796
"259",10,"A",5,39,"pos","same","female",1,611
"260",10,"A",5,40,"neu","same","female",1,580
"261",10,"A",5,41,"neu","diff","female",1,832
"262",10,"A",5,42,"neu","same","female",1,590
"263",10,"A",5,43,"neu","same","female",1,429
"264",10,"A",5,44,"pos","diff","female",1,667
"265",10,"A",5,45,"neg","diff","female",1,570
"266",10,"A",5,46,"neg","diff","female",1,627
"267",10,"A",5,47,"neg","same","female",1,490
"268",10,"A",5,48,"neg","same","female",1,483
"269",10,"A",5,49,"pos","diff","female",1,843
"270",10,"A",5,50,"pos","diff","female",1,812
"271",10,"A",5,51,"neg","diff","female",1,680
"272",10,"A",5,52,"neu","diff","female",1,857
"273",10,"A",5,53,"pos","diff","female",1,653
"274",10,"A",5,54,"pos","diff","female",1,697
"275",10,"A",5,55,"neu","diff","female",1,685
"276",10,"A",6,1,"neg","diff","female",0,NA
"277",10,"A",6,2,"pos","diff","female",0,NA
"278",10,"A",6,3,"neu","diff","female",1,865
"279",10,"A",6,4,"pos","same","female",1,535
"280",10,"A",6,5,"neg","diff","female",1,683
"281",10,"A",6,6,"neu","diff","female",1,604
"282",10,"A",6,7,"neg","same","female",1,750
"283",10,"A",6,8,"neu","same","female",1,588
"284",10,"A",6,9,"neg","same","female",1,619
"285",10,"A",6,10,"neu","same","female",1,559
"286",10,"A",6,11,"neu","diff","female",1,744
"287",10,"A",6,12,"neu","same","female",1,534
"288",10,"A",6,13,"neu","same","female",1,490
"289",10,"A",6,14,"neg","diff","female",1,643
"290",10,"A",6,15,"neu","same","female",1,477
"291",10,"A",6,16,"pos","diff","female",1,835
"292",10,"A",6,17,"neg","diff","female",1,1074
"293",10,"A",6,18,"pos","same","female",1,753
"294",10,"A",6,19,"neg","same","female",1,479
"295",10,"A",6,20,"neu","diff","female",1,744
"296",10,"A",6,21,"pos","diff","female",1,563
"297",10,"A",6,22,"neu","same","female",1,412
"298",10,"A",6,23,"neu","diff","female",1,712
"299",10,"A",6,24,"neg","diff","female",1,671
"300",10,"A",6,25,"neu","same","female",1,381
"301",10,"A",6,26,"pos","diff","female",1,657
"302",10,"A",6,27,"neu","same","female",1,461
"303",10,"A",6,28,"pos","same","female",1,513
"304",10,"A",6,29,"neu","same","female",1,527
"305",10,"A",6,30,"neu","diff","female",1,688
"306",10,"A",6,31,"neu","same","female",1,386
"307",10,"A",6,32,"neu","same","female",1,520
"308",10,"A",6,33,"neu","same","female",1,505
"309",10,"A",6,34,"neu","same","female",1,488
"310",10,"A",6,35,"neu","same","female",1,529
"311",10,"A",6,36,"pos","diff","female",1,466
"312",10,"A",6,37,"neu","same","female",1,457
"313",10,"A",6,38,"pos","same","female",1,540
"314",10,"A",6,39,"neg","diff","female",1,736
"315",10,"A",6,40,"neu","diff","female",1,780
"316",10,"A",6,41,"neu","diff","female",1,624
"317",10,"A",6,42,"neu","same","female",1,468
"318",10,"A",6,43,"neg","diff","female",1,635
"319",10,"A",6,44,"neu","same","female",1,481
"320",10,"A",6,45,"pos","diff","female",1,874
"321",10,"A",6,46,"neg","diff","female",1,865
"322",10,"A",6,47,"neu","diff","female",1,549
"323",10,"A",6,48,"neg","same","female",1,683
"324",10,"A",6,49,"neu","same","female",1,461
"325",10,"A",6,50,"neu","diff","female",0,NA
"326",10,"A",6,51,"neg","diff","female",0,764
"327",10,"A",6,52,"neu","same","female",1,605
"328",10,"A",6,53,"neg","same","female",1,638
"329",10,"A",6,54,"neg","diff","female",1,533
"330",10,"A",6,55,"neu","diff","female",1,744
"331",11,"A",1,1,"neu","same","female",0,NA
"332",11,"A",1,2,"neu","same","female",0,NA
"333",11,"A",1,3,"neu","same","female",0,572
"334",11,"A",1,4,"pos","diff","female",0,NA
"335",11,"A",1,5,"neu","same","female",0,831
"336",11,"A",1,6,"pos","same","female",1,798
"337",11,"A",1,7,"pos","diff","female",1,885
"338",11,"A",1,8,"pos","same","female",1,462
"339",11,"A",1,9,"neu","diff","female",1,1265
"340",11,"A",1,10,"neg","diff","female",1,1128
"341",11,"A",1,11,"neg","diff","female",0,1057
"342",11,"A",1,12,"neg","same","female",1,765
"343",11,"A",1,13,"neg","same","female",1,638
"344",11,"A",1,14,"pos","diff","female",1,647
"345",11,"A",1,15,"neu","diff","female",1,1201
"346",11,"A",1,16,"neu","diff","female",0,NA
"347",11,"A",1,17,"neu","same","female",1,945
"348",11,"A",1,18,"neg","diff","female",1,1336
"349",11,"A",1,19,"neg","diff","female",1,876
"350",11,"A",1,20,"neg","same","female",1,435
"351",11,"A",1,21,"neg","same","female",1,673
"352",11,"A",1,22,"neg","same","female",1,880
"353",11,"A",1,23,"neu","diff","female",1,1033
"354",11,"A",1,24,"neg","same","female",1,784
"355",11,"A",1,25,"neu","same","female",0,724
"356",11,"A",1,26,"neu","diff","female",1,1453
"357",11,"A",1,27,"pos","diff","female",1,793
"358",11,"A",1,28,"neg","diff","female",1,800
"359",11,"A",1,29,"neu","diff","female",1,1049
"360",11,"A",1,30,"neg","same","female",1,498
"361",11,"A",1,31,"neu","same","female",1,702
"362",11,"A",1,32,"neg","same","female",1,498
"363",11,"A",1,33,"neg","diff","female",0,1214
"364",11,"A",1,34,"neg","same","female",0,NA
"365",11,"A",1,35,"pos","diff","female",0,NA
"366",11,"A",1,36,"pos","diff","female",0,NA
"367",11,"A",1,37,"pos","same","female",1,703
"368",11,"A",1,38,"neu","diff","female",1,1123
"369",11,"A",1,39,"neg","diff","female",1,1227
"370",11,"A",1,40,"neg","diff","female",0,906
"371",11,"A",1,41,"neu","diff","female",0,NA
"372",11,"A",1,42,"neg","same","female",0,NA
"373",11,"A",1,43,"neu","same","female",1,839
"374",11,"A",1,44,"pos","diff","female",0,NA
"375",11,"A",1,45,"neu","same","female",0,NA
"376",11,"A",1,46,"pos","same","female",0,NA
"377",11,"A",1,47,"neu","same","female",0,NA
"378",11,"A",1,48,"neg","diff","female",0,NA
"379",11,"A",1,49,"neu","same","female",1,871
"380",11,"A",1,50,"neg","same","female",1,622
"381",11,"A",1,51,"neu","same","female",0,NA
"382",11,"A",1,52,"pos","diff","female",1,1498
"383",11,"A",1,53,"pos","diff","female",1,1262
"384",11,"A",1,54,"pos","same","female",1,482
"385",11,"A",1,55,"neu","diff","female",1,412
"386",11,"A",2,1,"neu","diff","female",0,NA
"387",11,"A",2,2,"pos","diff","female",0,NA
"388",11,"A",2,3,"neu","same","female",1,1202
"389",11,"A",2,4,"neg","diff","female",1,1291
"390",11,"A",2,5,"neg","diff","female",1,1111
"391",11,"A",2,6,"neg","same","female",1,606
"392",11,"A",2,7,"neg","same","female",1,799
"393",11,"A",2,8,"neg","same","female",1,665
"394",11,"A",2,9,"neg","same","female",1,468
"395",11,"A",2,10,"pos","diff","female",1,939
"396",11,"A",2,11,"pos","diff","female",1,895
"397",11,"A",2,12,"neg","diff","female",1,795
"398",11,"A",2,13,"neg","diff","female",1,1185
"399",11,"A",2,14,"neg","same","female",1,584
"400",11,"A",2,15,"pos","diff","female",1,676
"401",11,"A",2,16,"pos","diff","female",1,707
"402",11,"A",2,17,"pos","same","female",1,441
"403",11,"A",2,18,"neg","diff","female",1,602
"404",11,"A",2,19,"pos","same","female",0,652
"405",11,"A",2,20,"neu","diff","female",1,1285
"406",11,"A",2,21,"pos","same","female",0,686
"407",11,"A",2,22,"neu","same","female",0,NA
"408",11,"A",2,23,"pos","same","female",0,727
"409",11,"A",2,24,"neu","same","female",1,896
"410",11,"A",2,25,"pos","same","female",1,1004
"411",11,"A",2,26,"neu","same","female",0,NA
"412",11,"A",2,27,"pos","same","female",0,1235
"413",11,"A",2,28,"pos","diff","female",1,1202
"414",11,"A",2,29,"pos","same","female",1,859
"415",11,"A",2,30,"neu","diff","female",1,799
"416",11,"A",2,31,"neu","diff","female",1,985
"417",11,"A",2,32,"neu","same","female",1,615
"418",11,"A",2,33,"neu","same","female",1,891
"419",11,"A",2,34,"neu","same","female",1,967
"420",11,"A",2,35,"neu","same","female",1,465
"421",11,"A",2,36,"neu","same","female",1,564
"422",11,"A",2,37,"neg","diff","female",1,1070
"423",11,"A",2,38,"neg","diff","female",1,892
"424",11,"A",2,39,"pos","diff","female",1,760
"425",11,"A",2,40,"pos","diff","female",1,969
"426",11,"A",2,41,"neu","diff","female",1,867
"427",11,"A",2,42,"pos","same","female",1,921
"428",11,"A",2,43,"neu","same","female",0,NA
"429",11,"A",2,44,"neg","diff","female",0,NA
"430",11,"A",2,45,"neg","diff","female",0,1201
"431",11,"A",2,46,"pos","diff","female",0,NA
"432",11,"A",2,47,"neg","same","female",0,1266
"433",11,"A",2,48,"pos","same","female",1,889
"434",11,"A",2,49,"neu","diff","female",1,722
"435",11,"A",2,50,"neu","diff","female",0,1499
"436",11,"A",2,51,"neg","diff","female",0,NA
"437",11,"A",2,52,"pos","diff","female",1,1047
"438",11,"A",2,53,"neg","same","female",1,416
"439",11,"A",2,54,"neu","diff","female",1,1020
"440",11,"A",2,55,"neg","same","female",0,NA
"441",11,"A",3,1,"neg","same","female",0,852
"442",11,"A",3,2,"neg","same","female",1,728
"443",11,"A",3,3,"pos","diff","female",1,561
"444",11,"A",3,4,"neg","same","female",1,410
"445",11,"A",3,5,"pos","same","female",1,1011
"446",11,"A",3,6,"neu","diff","female",1,1255
"447",11,"A",3,7,"neg","diff","female",0,1099
"448",11,"A",3,8,"neu","same","female",0,NA
"449",11,"A",3,9,"neg","same","female",1,1253
"450",11,"A",3,10,"neg","diff","female",0,NA
"451",11,"A",3,11,"pos","diff","female",0,NA
"452",11,"A",3,12,"pos","diff","female",0,NA
"453",11,"A",3,13,"pos","same","female",0,NA
"454",11,"A",3,14,"pos","same","female",0,NA
"455",11,"A",3,15,"neu","diff","female",0,NA
"456",11,"A",3,16,"pos","same","female",0,NA
"457",11,"A",3,17,"neu","same","female",0,1213
"458",11,"A",3,18,"neg","diff","female",1,809
"459",11,"A",3,19,"neg","diff","female",0,1250
"460",11,"A",3,20,"neg","same","female",0,NA
"461",11,"A",3,21,"neg","same","female",0,NA
"462",11,"A",3,22,"neg","same","female",0,NA
"463",11,"A",3,23,"neg","same","female",1,457
"464",11,"A",3,24,"neg","same","female",1,476
"465",11,"A",3,25,"pos","diff","female",1,851
"466",11,"A",3,26,"neg","same","female",1,1044
"467",11,"A",3,27,"pos","same","female",1,814
"468",11,"A",3,28,"neu","diff","female",1,841
"469",11,"A",3,29,"neg","diff","female",1,939
"470",11,"A",3,30,"neu","same","female",1,911
"471",11,"A",3,31,"pos","diff","female",1,829
"472",11,"A",3,32,"neu","same","female",1,988
"473",11,"A",3,33,"pos","same","female",1,875
"474",11,"A",3,34,"pos","diff","female",0,NA
"475",11,"A",3,35,"neu","diff","female",0,1113
"476",11,"A",3,36,"neu","diff","female",0,NA
"477",11,"A",3,37,"neg","diff","female",0,NA
"478",11,"A",3,38,"neg","diff","female",0,NA
"479",11,"A",3,39,"neg","same","female",1,645
"480",11,"A",3,40,"neg","same","female",0,NA
"481",11,"A",3,41,"pos","diff","female",0,NA
"482",11,"A",3,42,"neu","diff","female",1,1388
"483",11,"A",3,43,"neu","diff","female",0,NA
"484",11,"A",3,44,"neg","diff","female",1,1252
"485",11,"A",3,45,"neu","same","female",0,NA
"486",11,"A",3,46,"pos","diff","female",1,671
"487",11,"A",3,47,"neg","diff","female",1,1086
"488",11,"A",3,48,"neg","diff","female",1,1199
"489",11,"A",3,49,"neu","diff","female",1,1144
"490",11,"A",3,50,"neg","same","female",1,1255
"491",11,"A",3,51,"neu","same","female",0,NA
"492",11,"A",3,52,"neg","same","female",0,NA
"493",11,"A",3,53,"pos","diff","female",1,1355
"494",11,"A",3,54,"neu","diff","female",0,NA
"495",11,"A",3,55,"neu","diff","female",1,665
"496",11,"A",4,1,"neg","diff","female",0,NA
"497",11,"A",4,2,"neu","diff","female",0,NA
"498",11,"A",4,3,"pos","diff","female",1,1023
"499",11,"A",4,4,"neg","diff","female",1,1491
"500",11,"A",4,5,"pos","same","female",1,839
"501",11,"A",4,6,"pos","diff","female",1,856
"502",11,"A",4,7,"pos","same","female",1,604
"503",11,"A",4,8,"pos","same","female",1,702
"504",11,"A",4,9,"pos","same","female",1,641
"505",11,"A",4,10,"pos","same","female",1,523
"506",11,"A",4,11,"pos","same","female",1,444
"507",11,"A",4,12,"neg","diff","female",1,653
"508",11,"A",4,13,"pos","same","female",1,985
"509",11,"A",4,14,"neg","same","female",0,728
"510",11,"A",4,15,"neu","diff","female",1,913
"511",11,"A",4,16,"neg","same","female",1,479
"512",11,"A",4,17,"neu","same","female",1,1177
"513",11,"A",4,18,"neu","diff","female",1,669
"514",11,"A",4,19,"neg","diff","female",1,923
"515",11,"A",4,20,"neu","same","female",1,861
"516",11,"A",4,21,"pos","diff","female",1,1201
"517",11,"A",4,22,"neu","same","female",1,730
"518",11,"A",4,23,"neu","diff","female",1,1075
"519",11,"A",4,24,"neg","diff","female",1,1138
"520",11,"A",4,25,"neg","diff","female",1,958
"521",11,"A",4,26,"neg","same","female",1,423
"522",11,"A",4,27,"neu","diff","female",1,1043
"523",11,"A",4,28,"pos","diff","female",1,748
"524",11,"A",4,29,"neg","diff","female",1,1339
"525",11,"A",4,30,"pos","same","female",1,847
"526",11,"A",4,31,"pos","diff","female",1,1377
"527",11,"A",4,32,"neg","diff","female",1,1165
"528",11,"A",4,33,"neg","diff","female",1,685
"529",11,"A",4,34,"pos","diff","female",1,894
"530",11,"A",4,35,"pos","diff","female",1,1242
"531",11,"A",4,36,"neg","diff","female",1,732
"532",11,"A",4,37,"pos","same","female",1,1208
"533",11,"A",4,38,"neu","diff","female",1,801
"534",11,"A",4,39,"pos","same","female",1,1386
"535",11,"A",4,40,"pos","diff","female",1,1001
"536",11,"A",4,41,"pos","same","female",1,1195
"537",11,"A",4,42,"neg","diff","female",1,705
"538",11,"A",4,43,"neu","diff","female",1,808
"539",11,"A",4,44,"pos","diff","female",1,769
"540",11,"A",4,45,"neu","same","female",1,1426
"541",11,"A",4,46,"neu","diff","female",0,NA
"542",11,"A",4,47,"neu","same","female",0,NA
"543",11,"A",4,48,"pos","diff","female",1,599
"544",11,"A",4,49,"neg","diff","female",1,713
"545",11,"A",4,50,"neg","diff","female",1,815
"546",11,"A",4,51,"pos","diff","female",1,587
"547",11,"A",4,52,"neg","same","female",1,1002
"548",11,"A",4,53,"neg","diff","female",1,795
"549",11,"A",4,54,"neg","same","female",1,834
"550",11,"A",4,55,"pos","diff","female",1,560
"551",11,"A",5,1,"neg","diff","female",0,NA
"552",11,"A",5,2,"neu","diff","female",0,NA
"553",11,"A",5,3,"neu","diff","female",1,630
"554",11,"A",5,4,"neg","diff","female",1,493
"555",11,"A",5,5,"neu","same","female",1,905
"556",11,"A",5,6,"neg","same","female",1,1303
"557",11,"A",5,7,"neg","diff","female",1,900
"558",11,"A",5,8,"neu","diff","female",1,1264
"559",11,"A",5,9,"neu","diff","female",1,788
"560",11,"A",5,10,"neg","diff","female",1,1178
"561",11,"A",5,11,"neu","same","female",1,1150
"562",11,"A",5,12,"neg","same","female",1,781
