Subject,Group,Block,Trial,Emotion,SameDiff,Gender,ACC,RT
29,1,3,20,pos,same,female,1,427
29,1,3,21,neg,same,female,0,682
29,1,3,22,neg,diff,female,1,507
29,1,3,23,pos,diff,female,1,1065
29,1,3,24,neg,same,female,0,1432
29,1,3,25,pos,same,female,1,1055
29,1,3,26,neg,same,female,1,875
29,1,3,27,neg,diff,female,1,577
29,1,3,28,neg,same,female,1,1260
29,1,3,29,neg,same,female,1,736
29,1,3,30,pos,diff,female,1,764
29,1,3,31,pos,diff,female,1,1437
29,1,3,32,neg,diff,female,0,567
29,1,3,33,neg,diff,female,1,1360
29,1,3,34,pos,diff,female,0,1098
29,1,3,35,neg,same,female,1,702
29,1,3,36,neg,diff,female,1,753
29,1,3,37,neu,diff,female,0,896
29,1,3,38,neg,same,female,0,NA
29,1,3,39,neg,diff,female,0,1138
29,1,3,40,neg,same,female,0,NA
29,1,3,41,neg,same,female,1,1061
29,1,3,42,pos,diff,female,1,625
29,1,3,43,neu,diff,female,1,760
29,1,3,44,pos,same,female,1,761
29,1,3,45,neu,same,female,1,474
29,1,3,46,neu,diff,female,0,NA
29,1,3,47,neu,same,female,1,1329
29,1,3,48,neu,same,female,1,979
29,1,3,49,pos,diff,female,1,751
29,1,3,50,neu,same,female,1,1053
29,1,3,51,pos,same,female,1,1129
29,1,3,52,neu,same,female,1,467
29,1,3,53,pos,same,female,1,729
29,1,3,54,neu,same,female,1,402
29,1,3,55,pos,same,female,1,523
29,1,4,1,neg,same,female,0,NA
29,1,4,2,pos,same,female,0,NA
29,1,4,3,neg,same,female,1,639
29,1,4,4,neg,diff,female,1,1097
29,1,4,5,neg,same,female,1,589
29,1,4,6,neu,diff,female,1,906
29,1,4,7,neg,same,female,1,1001
29,1,4,8,neu,same,female,1,954
29,1,4,9,neu,diff,female,1,1025
29,1,4,10,neu,same,female,0,600
29,1,4,11,pos,diff,female,0,649
29,1,4,12,neu,same,female,1,1106
29,1,4,13,neg,diff,female,1,697
29,1,4,14,pos,diff,female,0,NA
29,1,4,15,neu,diff,female,0,NA
29,1,4,16,pos,same,female,0,NA
29,1,4,17,neu,same,female,0,NA
29,1,4,18,neg,diff,female,1,1424
29,1,4,19,neu,same,female,1,935
29,1,4,20,neu,diff,female,0,NA
29,1,4,21,neg,diff,female,1,1238
29,1,4,22,neg,diff,female,1,1400
29,1,4,23,pos,diff,female,1,777
29,1,4,24,neu,diff,female,1,1229
29,1,4,25,pos,same,female,1,956
29,1,4,26,neg,diff,female,1,818
29,1,4,27,neg,diff,female,0,1038
29,1,4,28,pos,diff,female,1,1032
29,1,4,29,pos,diff,female,1,926
29,1,4,30,pos,same,female,1,592
29,1,4,31,neg,diff,female,1,862
29,1,4,32,pos,same,female,1,370
29,1,4,33,neg,same,female,0,611
29,1,4,34,pos,same,female,1,535
29,1,4,35,neu,diff,female,1,539
29,1,4,36,neg,diff,female,1,847
29,1,4,37,neu,same,female,1,704
29,1,4,38,neu,diff,female,1,1012
29,1,4,39,neu,same,female,1,1048
29,1,4,40,neu,same,female,1,433
29,1,4,41,neu,same,female,1,624
29,1,4,42,neu,same,female,1,579
29,1,4,43,pos,diff,female,1,703
29,1,4,44,neu,same,female,0,NA
29,1,4,45,neg,diff,female,0,NA
29,1,4,46,neu,same,female,1,1130
29,1,4,47,pos,diff,female,1,1459
29,1,4,48,pos,diff,female,1,719
29,1,4,49,pos,same,female,1,569
29,1,4,50,neu,diff,female,1,466
29,1,4,51,pos,same,female,1,632
29,1,4,52,pos,diff,female,1,463
29,1,4,53,neu,diff,female,1,434
29,1,4,54,pos,same,female,1,865
29,1,4,55,neu,same,female,1,1016
29,1,5,1,neg,same,male,0,NA
29,1,5,2,neu,same,male,0,NA
29,1,5,3,neg,same,male,1,488
29,1,5,4,neu,same,male,1,721
29,1,5,5,pos,diff,male,1,603
29,1,5,6,neu,same,male,1,636
29,1,5,7,pos,same,male,1,450
29,1,5,8,neg,diff,male,1,740
29,1,5,9,pos,same,male,1,447
29,1,5,10,neg,same,male,1,945
29,1,5,11,neu,diff,male,1,823
29,1,5,12,neg,same,male,1,547
29,1,5,13,pos,diff,male,1,602
29,1,5,14,neu,diff,male,1,619
29,1,5,15,pos,same,male,0,1359
29,1,5,16,neu,same,male,1,1320
29,1,5,17,neu,diff,male,1,954
29,1,5,18,neg,diff,male,1,1072
29,1,5,19,neg,diff,male,1,975
29,1,5,20,neg,same,male,1,523
29,1,5,21,pos,diff,male,1,571
29,1,5,22,neg,same,male,1,407
29,1,5,23,neu,diff,male,1,624
29,1,5,24,pos,diff,male,0,966
29,1,5,25,pos,diff,male,1,944
29,1,5,26,pos,same,male,1,486
29,1,5,27,neu,diff,male,1,815
29,1,5,28,pos,same,male,1,1035
29,1,5,29,neu,same,male,1,962
29,1,5,30,pos,same,male,0,1355
29,1,5,31,pos,diff,male,0,850
29,1,5,32,pos,same,male,1,499
29,1,5,33,pos,same,male,1,591
29,1,5,34,neg,diff,male,1,590
29,1,5,35,pos,same,male,1,1292
29,1,5,36,pos,diff,male,1,856
29,1,5,37,neu,diff,male,1,972
29,1,5,38,neg,diff,male,1,472
29,1,5,39,pos,diff,male,1,735
29,1,5,40,pos,diff,male,1,1083
29,1,5,41,neu,diff,male,1,476
29,1,5,42,pos,same,male,0,1346
29,1,5,43,neg,diff,male,0,809
29,1,5,44,pos,same,male,1,547
29,1,5,45,neu,diff,male,1,857
29,1,5,46,pos,same,male,1,893
29,1,5,47,pos,diff,male,1,793
29,1,5,48,pos,same,male,1,671
29,1,5,49,pos,same,male,1,462
29,1,5,50,pos,same,male,1,594
29,1,5,51,pos,same,male,1,512
29,1,5,52,pos,same,male,1,495
29,1,5,53,neu,diff,male,1,475
29,1,5,54,neu,diff,male,1,625
29,1,5,55,neu,same,male,0,840
29,1,6,1,pos,same,male,0,NA
29,1,6,2,neu,same,male,0,NA
29,1,6,3,neg,diff,male,1,620
29,1,6,4,neg,diff,male,1,896
29,1,6,5,pos,diff,male,1,620
29,1,6,6,neu,diff,male,1,896
29,1,6,7,pos,same,male,1,604
29,1,6,8,neu,same,male,1,749
29,1,6,9,pos,same,male,1,827
29,1,6,10,pos,diff,male,1,858
29,1,6,11,pos,same,male,1,702
29,1,6,12,pos,same,male,1,434
29,1,6,13,pos,same,male,1,464
29,1,6,14,pos,same,male,1,439
29,1,6,15,neg,diff,male,1,568
29,1,6,16,pos,same,male,0,NA
29,1,6,17,neg,same,male,0,1434
29,1,6,18,pos,same,male,1,705
29,1,6,19,neu,diff,male,1,631
29,1,6,20,pos,same,male,1,1022
29,1,6,21,neu,same,male,1,850
29,1,6,22,pos,same,male,1,387
29,1,6,23,neu,same,male,1,553
29,1,6,24,pos,same,male,1,496
29,1,6,25,neg,diff,male,1,924
29,1,6,26,neu,diff,male,1,1357
29,1,6,27,pos,diff,male,1,964
29,1,6,28,pos,diff,male,1,909
29,1,6,29,neu,diff,male,1,684
29,1,6,30,neg,diff,male,1,829
29,1,6,31,neu,same,male,1,1067
29,1,6,32,neg,same,male,0,1130
29,1,6,33,neu,same,male,1,899
29,1,6,34,pos,diff,male,1,815
29,1,6,35,neu,same,male,1,699
29,1,6,36,pos,same,male,1,1199
29,1,6,37,neu,same,male,1,617
29,1,6,38,pos,same,male,1,668
29,1,6,39,pos,diff,male,1,602
29,1,6,40,neu,diff,male,1,684
29,1,6,41,pos,same,male,1,972
29,1,6,42,neu,same,male,1,808
29,1,6,43,pos,same,male,1,770
29,1,6,44,pos,diff,male,1,899
29,1,6,45,neg,diff,male,1,575
29,1,6,46,pos,same,male,1,859
29,1,6,47,neu,diff,male,1,959
29,1,6,48,neu,diff,male,0,1224
29,1,6,49,neg,diff,male,1,535
29,1,6,50,neu,same,male,0,554
29,1,6,51,pos,diff,male,1,945
29,1,6,52,neu,same,male,1,1160
29,1,6,53,neu,diff,male,0,1065
29,1,6,54,neu,same,male,1,904
29,1,6,55,neu,same,male,1,692
3,1,1,1,pos,same,male,0,NA
3,1,1,2,pos,same,male,0,NA
3,1,1,3,neu,diff,male,1,799
3,1,1,4,neg,diff,male,1,984
3,1,1,5,neg,diff,male,1,1124
3,1,1,6,neg,same,male,1,1214
3,1,1,7,neg,same,male,1,1450
3,1,1,8,neu,diff,male,1,1411
3,1,1,9,neg,same,male,0,NA
3,1,1,10,neu,same,male,0,1039
3,1,1,11,neu,diff,male,0,NA
3,1,1,12,neg,diff,male,0,NA
3,1,1,13,neu,same,male,0,NA
3,1,1,14,neu,diff,male,1,1080
3,1,1,15,neu,same,male,0,NA
3,1,1,16,neg,diff,male,1,1197
3,1,1,17,neg,diff,male,0,NA
3,1,1,18,pos,diff,male,0,NA
3,1,1,19,neu,diff,male,0,NA
3,1,1,20,neg,diff,male,0,NA
3,1,1,21,neg,diff,male,1,1155
3,1,1,22,neg,same,male,1,1426
3,1,1,23,pos,diff,male,1,1097
3,1,1,24,neg,same,male,1,1357
3,1,1,25,pos,same,male,0,NA
3,1,1,26,neu,diff,male,1,850
3,1,1,27,neg,diff,male,0,1411
3,1,1,28,neu,same,male,0,NA
3,1,1,29,neg,same,male,1,1293
3,1,1,30,neg,diff,male,1,1161
3,1,1,31,neg,same,male,0,NA
3,1,1,32,neg,same,male,0,NA
3,1,1,33,pos,diff,male,0,NA
3,1,1,34,neu,diff,male,0,1323
3,1,1,35,neu,diff,male,1,1437
3,1,1,36,neg,diff,male,0,NA
3,1,1,37,pos,diff,male,0,NA
3,1,1,38,neg,same,male,0,NA
3,1,1,39,neg,diff,male,1,1059
3,1,1,40,neg,same,male,1,1119
3,1,1,41,neg,same,male,1,1160
3,1,1,42,pos,diff,male,1,666
3,1,1,43,neg,same,male,1,1208
3,1,1,44,pos,same,male,1,946
3,1,1,45,neu,diff,male,1,1320
3,1,1,46,neg,diff,male,0,NA
3,1,1,47,neg,diff,male,0,NA
3,1,1,48,pos,diff,male,0,NA
3,1,1,49,neg,same,male,1,1001
3,1,1,50,pos,same,male,0,NA
3,1,1,51,neu,diff,male,1,1185
3,1,1,52,neu,diff,male,1,1080
3,1,1,53,neg,diff,male,1,986
3,1,1,54,neu,same,male,1,1464
3,1,1,55,pos,diff,male,1,1108
3,1,2,1,neu,diff,male,0,NA
3,1,2,2,neg,diff,male,1,745
3,1,2,3,neu,same,male,0,NA
3,1,2,4,pos,diff,male,1,1347
3,1,2,5,neu,same,male,0,NA
3,1,2,6,pos,same,male,0,NA
3,1,2,7,neu,same,male,0,NA
3,1,2,8,neg,diff,male,1,1162
3,1,2,9,pos,diff,male,1,1226
3,1,2,10,neg,same,male,0,825
3,1,2,11,pos,same,male,0,NA
3,1,2,12,neg,same,male,1,1448
3,1,2,13,pos,same,male,1,914
3,1,2,14,neg,same,male,1,1136
3,1,2,15,pos,same,male,1,844
3,1,2,16,neg,same,male,0,NA
3,1,2,17,pos,same,male,1,937
3,1,2,18,neg,same,male,0,NA
3,1,2,19,pos,same,male,1,952
3,1,2,20,neu,diff,male,1,1183
3,1,2,21,pos,same,male,1,1443
3,1,2,22,neu,same,male,1,925
3,1,2,23,neg,diff,male,0,NA
3,1,2,24,neu,same,male,0,NA
3,1,2,25,neg,same,male,1,1480
3,1,2,26,pos,diff,male,1,762
3,1,2,27,pos,diff,male,0,NA
3,1,2,28,pos,same,male,1,948
3,1,2,29,pos,same,male,1,1386
3,1,2,30,neu,diff,male,1,905
3,1,2,31,neg,diff,male,1,1032
3,1,2,32,neg,diff,male,0,NA
3,1,2,33,neu,diff,male,0,598
3,1,2,34,neu,diff,male,1,1204
3,1,2,35,neg,diff,male,1,1022
3,1,2,36,neu,same,male,1,658
3,1,2,37,neu,diff,male,1,1134
3,1,2,38,neg,diff,male,1,1274
3,1,2,39,pos,diff,male,1,992
3,1,2,40,pos,diff,male,1,1022
3,1,2,41,neg,diff,male,1,962
3,1,2,42,neu,diff,male,1,1068
3,1,2,43,neg,same,male,0,NA
3,1,2,44,neg,diff,male,0,NA
3,1,2,45,neg,same,male,1,831
3,1,2,46,neu,diff,male,1,766
3,1,2,47,pos,diff,male,0,NA
3,1,2,48,pos,diff,male,0,NA
3,1,2,49,neu,diff,male,1,1058
3,1,2,50,pos,same,male,1,526
3,1,2,51,neu,same,male,1,1087
3,1,2,52,pos,same,male,1,864
3,1,2,53,neu,same,male,1,967
3,1,2,54,pos,same,male,1,832
3,1,2,55,neu,same,male,1,687
3,1,3,1,pos,same,female,0,NA
3,1,3,2,pos,same,female,0,810
3,1,3,3,pos,same,female,0,1187
3,1,3,4,pos,same,female,1,698
3,1,3,5,pos,same,female,0,798
3,1,3,6,pos,same,female,1,615
3,1,3,7,neu,diff,female,1,603
3,1,3,8,neg,diff,female,1,1148
3,1,3,9,neu,same,female,1,683
3,1,3,10,neg,same,female,1,828
3,1,3,11,neu,same,female,1,1371
3,1,3,12,neu,diff,female,1,869
3,1,3,13,neg,diff,female,1,858
3,1,3,14,neg,diff,female,1,1390
3,1,3,15,neg,same,female,1,1277
3,1,3,16,neg,same,female,1,1078
3,1,3,17,pos,diff,female,0,NA
3,1,3,18,pos,diff,female,0,NA
3,1,3,19,neu,diff,female,0,NA
3,1,3,20,pos,same,female,0,NA
3,1,3,21,neu,same,female,0,NA
3,1,3,22,pos,same,female,1,778
3,1,3,23,pos,diff,female,0,1405
3,1,3,24,pos,same,female,1,687
3,1,3,25,pos,same,female,1,592
3,1,3,26,pos,same,female,1,495
3,1,3,27,pos,same,female,1,443
3,1,3,28,pos,same,female,1,524
3,1,3,29,neg,diff,female,1,781
3,1,3,30,neu,diff,female,1,945
3,1,3,31,neu,diff,female,1,1335
3,1,3,32,neg,diff,female,0,NA
3,1,3,33,pos,diff,female,1,1463
3,1,3,34,pos,diff,female,1,1011
3,1,3,35,pos,same,female,0,NA
3,1,3,36,pos,same,female,1,1304
3,1,3,37,neu,diff,female,1,1143
3,1,3,38,pos,same,female,1,579
3,1,3,39,neu,same,female,1,847
3,1,3,40,neu,diff,female,1,1216
3,1,3,41,pos,diff,female,1,1260
3,1,3,42,neu,same,female,1,1456
3,1,3,43,neu,diff,female,0,NA
3,1,3,44,neu,same,female,0,1283
3,1,3,45,pos,diff,female,0,1420
3,1,3,46,neg,diff,female,0,NA
3,1,3,47,pos,same,female,0,NA
3,1,3,48,neg,same,female,0,1262
3,1,3,49,neg,diff,female,1,1058
3,1,3,50,neu,diff,female,1,1278
3,1,3,51,neg,same,female,1,616
3,1,3,52,pos,diff,female,1,748
3,1,3,53,neu,diff,female,1,1354
3,1,3,54,pos,same,female,1,881
3,1,3,55,pos,diff,female,1,954
3,1,4,1,neg,diff,male,0,NA
3,1,4,2,neu,diff,male,1,873
3,1,4,3,neu,diff,male,1,1216
3,1,4,4,pos,diff,male,1,716
3,1,4,5,neu,same,male,1,1154
3,1,4,6,neu,diff,male,1,913
3,1,4,7,neg,diff,male,1,1216
3,1,4,8,pos,diff,male,1,844
3,1,4,9,neu,diff,male,1,861
3,1,4,10,neu,diff,male,1,1329
3,1,4,11,neu,same,male,1,547
3,1,4,12,neu,same,male,1,729
3,1,4,13,neg,diff,male,1,834
3,1,4,14,neu,same,male,0,NA
3,1,4,15,neu,diff,male,1,730
3,1,4,16,neu,same,male,0,NA
3,1,4,17,pos,diff,male,1,1459
3,1,4,18,neu,same,male,1,1423
3,1,4,19,pos,same,male,1,1107
3,1,4,20,neg,diff,male,1,778
3,1,4,21,pos,same,male,0,NA
3,1,4,22,neg,same,male,0,NA
3,1,4,23,neg,diff,male,0,NA
3,1,4,24,neg,same,male,0,NA
3,1,4,25,neg,same,male,1,1080
3,1,4,26,neg,same,male,1,857
3,1,4,27,pos,diff,male,1,1293
3,1,4,28,pos,diff,male,1,1417
3,1,4,29,pos,same,male,1,398
3,1,4,30,pos,same,male,1,551
3,1,4,31,neu,diff,male,1,637
3,1,4,32,pos,same,male,1,1332
3,1,4,33,neu,same,male,1,1096
3,1,4,34,neu,diff,male,1,780
3,1,4,35,neg,diff,male,1,1200
3,1,4,36,neu,same,male,1,1401
3,1,4,37,neg,same,male,1,699
3,1,4,38,neu,same,male,1,1071
3,1,4,39,neg,same,male,1,845
3,1,4,40,neu,same,male,1,1215
3,1,4,41,pos,diff,male,1,795
3,1,4,42,neu,same,male,1,897
3,1,4,43,pos,same,male,1,477
3,1,4,44,neu,same,male,1,740
3,1,4,45,pos,same,male,1,416
3,1,4,46,neu,same,male,1,524
3,1,4,47,neu,diff,male,0,605
3,1,4,48,neu,same,male,1,717
3,1,4,49,neg,diff,male,1,791
3,1,4,50,pos,diff,male,1,1117
3,1,4,51,neg,same,male,0,NA
3,1,4,52,pos,same,male,1,423
3,1,4,53,neg,same,male,1,1011
3,1,4,54,neg,diff,male,1,1047
3,1,4,55,neg,same,male,1,1424
3,1,5,1,neg,same,female,0,1001
3,1,5,2,neu,same,female,0,1130
3,1,5,3,neg,same,female,1,1204
3,1,5,4,pos,diff,female,1,1485
3,1,5,5,neg,same,female,0,NA
3,1,5,6,pos,same,female,0,599
3,1,5,7,neg,same,female,1,953
3,1,5,8,pos,same,female,1,463
3,1,5,9,pos,diff,female,1,659
3,1,5,10,neu,diff,female,1,1439
3,1,5,11,neu,diff,female,1,1161
3,1,5,12,neg,diff,female,1,794
3,1,5,13,neu,same,female,1,1185
3,1,5,14,pos,diff,female,1,983
3,1,5,15,neg,diff,female,1,1427
3,1,5,16,neg,diff,female,0,NA
3,1,5,17,neu,diff,female,1,657
3,1,5,18,neu,diff,female,1,1133
3,1,5,19,neu,same,female,1,521
3,1,5,20,neg,diff,female,1,874
3,1,5,21,neu,same,female,1,849
3,1,5,22,neu,diff,female,1,1041
3,1,5,23,neu,same,female,1,843
3,1,5,24,pos,diff,female,1,796
3,1,5,25,pos,diff,female,1,691
3,1,5,26,neg,diff,female,1,1479
3,1,5,27,neg,diff,female,1,1160
3,1,5,28,neg,same,female,1,1178
3,1,5,29,neu,diff,female,1,1486
3,1,5,30,neu,diff,female,1,1071
3,1,5,31,neg,diff,female,0,NA
3,1,5,32,neu,same,female,0,NA
3,1,5,33,neu,diff,female,1,1122
3,1,5,34,neu,same,female,1,779
3,1,5,35,neu,same,female,1,927
3,1,5,36,pos,diff,female,1,720
3,1,5,37,pos,diff,female,1,1370
3,1,5,38,pos,same,female,1,803
3,1,5,39,neg,diff,female,1,748
3,1,5,40,neg,diff,female,1,747
3,1,5,41,neg,same,female,0,NA
3,1,5,42,neu,diff,female,0,NA
3,1,5,43,pos,diff,female,0,NA
3,1,5,44,neg,diff,female,0,NA
3,1,5,45,pos,same,female,1,1067
3,1,5,46,neg,same,female,1,906
3,1,5,47,neg,diff,female,1,808
3,1,5,48,neg,same,female,0,NA
3,1,5,49,neg,same,female,1,1405
3,1,5,50,neg,same,female,0,1278
3,1,5,51,neg,same,female,1,1192
3,1,5,52,pos,diff,female,1,1295
3,1,5,53,neu,diff,female,0,NA
3,1,5,54,pos,same,female,1,1072
3,1,5,55,neg,diff,female,1,1486
3,1,6,1,neu,diff,female,1,909
3,1,6,2,neu,diff,female,1,1020
3,1,6,3,pos,diff,female,1,1056
3,1,6,4,neu,same,female,1,1276
3,1,6,5,neu,diff,female,1,1203
3,1,6,6,pos,diff,female,1,1228
3,1,6,7,neu,same,female,1,827
3,1,6,8,neu,diff,female,0,NA
3,1,6,9,neu,same,female,1,837
3,1,6,10,neu,same,female,1,755
3,1,6,11,pos,diff,female,1,706
3,1,6,12,neu,same,female,0,NA
3,1,6,13,neg,diff,female,1,1169
3,1,6,14,neg,diff,female,0,NA
3,1,6,15,neg,same,female,1,1073
3,1,6,16,neu,diff,female,1,927
3,1,6,17,pos,diff,female,1,977
3,1,6,18,pos,diff,female,1,1325
3,1,6,19,pos,same,female,1,862
3,1,6,20,pos,same,female,1,706
3,1,6,21,neu,diff,female,1,617
3,1,6,22,pos,same,female,0,NA
3,1,6,23,pos,diff,female,1,1285
3,1,6,24,neg,diff,female,1,1215
3,1,6,25,neg,diff,female,1,955
3,1,6,26,pos,diff,female,1,1170
3,1,6,27,pos,diff,female,1,1011
3,1,6,28,pos,same,female,0,NA
3,1,6,29,pos,same,female,1,1154
3,1,6,30,pos,same,female,1,544
3,1,6,31,neu,diff,female,0,NA
3,1,6,32,pos,same,female,1,1274
3,1,6,33,neu,same,female,0,NA
3,1,6,34,pos,same,female,1,1060
3,1,6,35,neu,same,female,1,1040
3,1,6,36,pos,same,female,1,489
3,1,6,37,neg,diff,female,1,995
3,1,6,38,pos,same,female,1,513
3,1,6,39,pos,diff,female,1,864
3,1,6,40,neu,diff,female,0,NA
3,1,6,41,pos,same,female,1,999
3,1,6,42,neg,diff,female,1,904
3,1,6,43,neu,diff,female,0,NA
3,1,6,44,pos,diff,female,0,NA
3,1,6,45,neu,same,female,1,1091
3,1,6,46,neg,diff,female,0,NA
3,1,6,47,neu,same,female,0,NA
3,1,6,48,neu,diff,female,0,NA
3,1,6,49,pos,diff,female,0,NA
3,1,6,50,neu,same,female,0,NA
3,1,6,51,neg,diff,female,0,NA
3,1,6,52,neg,diff,female,0,NA
3,1,6,53,pos,diff,female,1,1255
3,1,6,54,neg,same,female,1,1083
3,1,6,55,pos,same,female,0,1292
30,1,1,1,pos,same,male,0,NA
30,1,1,2,neg,same,male,0,NA
30,1,1,3,neu,diff,male,0,1167
30,1,1,4,neg,same,male,1,1097
30,1,1,5,neg,diff,male,0,NA
30,1,1,6,neu,diff,male,0,NA
30,1,1,7,neg,same,male,0,NA
30,1,1,8,neu,same,male,1,634
30,1,1,9,neg,same,male,0,1370
30,1,1,10,neu,same,male,1,764
30,1,1,11,neu,diff,male,0,NA
30,1,1,12,neu,same,male,1,832
30,1,1,13,pos,diff,male,1,1384
30,1,1,14,neu,same,male,1,970
30,1,1,15,neg,diff,male,1,844
30,1,1,16,neu,same,male,1,868
30,1,1,17,neg,same,male,0,1018
30,1,1,18,neg,diff,male,1,1083
30,1,1,19,pos,diff,male,1,824
30,1,1,20,neg,same,male,1,1105
30,1,1,21,neg,diff,male,1,702
30,1,1,22,pos,diff,male,1,1147
30,1,1,23,pos,diff,male,0,743
30,1,1,24,pos,same,male,0,1331
30,1,1,25,neg,diff,male,1,1143
30,1,1,26,neg,diff,male,0,NA
30,1,1,27,neu,diff,male,1,1337
30,1,1,28,neu,diff,male,1,1020
30,1,1,29,neu,same,male,0,781
30,1,1,30,neg,diff,male,1,1255
30,1,1,31,neu,same,male,1,1214
30,1,1,32,pos,diff,male,1,1351
30,1,1,33,pos,diff,male,1,1114
30,1,1,34,neu,diff,male,0,823
30,1,1,35,pos,same,male,1,640
30,1,1,36,neu,same,male,1,768
30,1,1,37,neg,diff,male,1,586
30,1,1,38,pos,diff,male,1,924
30,1,1,39,pos,diff,male,1,704
30,1,1,40,pos,same,male,1,878
30,1,1,41,neg,diff,male,1,580
30,1,1,42,neu,diff,male,0,567
30,1,1,43,neg,same,male,1,745
30,1,1,44,neg,diff,male,1,1381
30,1,1,45,neu,diff,male,0,951
30,1,1,46,neg,same,male,1,714
30,1,1,47,neg,diff,male,1,1288
30,1,1,48,neg,same,male,1,925
30,1,1,49,neu,diff,male,1,1122
30,1,1,50,neu,diff,male,1,670
30,1,1,51,neu,same,male,1,605
30,1,1,52,neu,same,male,1,1198
30,1,1,53,neu,same,male,1,567
30,1,1,54,neu,same,male,1,602
30,1,1,55,neg,diff,male,1,1211
30,1,2,1,neg,diff,male,0,NA
30,1,2,2,neu,diff,male,0,NA
30,1,2,3,neg,same,male,1,947
30,1,2,4,neu,same,male,1,807
30,1,2,5,neu,diff,male,0,NA
30,1,2,6,neu,same,male,1,1053
30,1,2,7,neu,same,male,1,1132
30,1,2,8,pos,diff,male,1,1192
30,1,2,9,pos,diff,male,0,529
30,1,2,10,pos,same,male,1,614
30,1,2,11,pos,same,male,1,663
30,1,2,12,neu,diff,male,1,503
30,1,2,13,pos,same,male,0,1484
30,1,2,14,neg,diff,male,1,665
30,1,2,15,neg,diff,male,1,664
30,1,2,16,pos,diff,male,1,663
30,1,2,17,neu,diff,male,0,1366
30,1,2,18,pos,same,male,1,489
30,1,2,19,pos,diff,male,0,511
30,1,2,20,neg,diff,male,1,420
30,1,2,21,neg,diff,male,1,1117
30,1,2,22,neu,diff,male,1,825
30,1,2,23,neg,same,male,1,721
30,1,2,24,neg,diff,male,1,1022
30,1,2,25,neg,same,male,1,1150
30,1,2,26,neg,same,male,1,633
30,1,2,27,neg,same,male,1,521
30,1,2,28,neg,same,male,1,542
30,1,2,29,neu,diff,male,1,1265
30,1,2,30,neg,same,male,0,NA
30,1,2,31,neu,same,male,1,1128
30,1,2,32,neg,same,male,1,1477
30,1,2,33,neu,same,male,1,675
30,1,2,34,neu,diff,male,1,593
30,1,2,35,neu,same,male,1,627
30,1,2,36,pos,diff,male,1,804
30,1,2,37,pos,diff,male,0,525
30,1,2,38,pos,same,male,0,1410
30,1,2,39,pos,same,male,1,515
30,1,2,40,pos,same,male,1,952
30,1,2,41,pos,same,male,0,1147
30,1,2,42,neu,diff,male,0,567
30,1,2,43,neu,diff,male,1,473
30,1,2,44,pos,diff,male,1,720
30,1,2,45,neg,diff,male,1,844
30,1,2,46,neu,diff,male,0,996
30,1,2,47,neg,same,male,1,1382
30,1,2,48,neu,same,male,1,728
30,1,2,49,neg,same,male,1,677
30,1,2,50,neg,diff,male,1,819
30,1,2,51,neg,same,male,1,508
30,1,2,52,neg,same,male,1,433
30,1,2,53,neg,same,male,1,409
30,1,2,54,neu,diff,male,1,706
30,1,2,55,pos,diff,male,1,784
30,1,3,1,pos,diff,female,0,NA
30,1,3,2,neu,diff,female,0,NA
30,1,3,3,pos,same,female,1,587
30,1,3,4,neu,same,female,1,828
30,1,3,5,neu,diff,female,1,692
30,1,3,6,neu,same,female,1,466
30,1,3,7,neu,same,female,1,489
30,1,3,8,pos,diff,female,1,1199
30,1,3,9,neg,diff,female,0,NA
30,1,3,10,pos,same,female,1,897
30,1,3,11,neg,same,female,1,1015
30,1,3,12,pos,same,female,1,792
30,1,3,13,neu,diff,female,1,961
30,1,3,14,pos,same,female,1,501
30,1,3,15,pos,diff,female,1,1050
30,1,3,16,pos,same,female,1,921
30,1,3,17,pos,same,female,0,877
30,1,3,18,pos,same,female,1,532
30,1,3,19,pos,same,female,1,568
30,1,3,20,pos,same,female,1,442
30,1,3,21,pos,same,female,1,642
30,1,3,22,neg,diff,female,1,610
30,1,3,23,neu,diff,female,0,739
30,1,3,24,neg,same,female,1,607
30,1,3,25,pos,diff,female,1,673
30,1,3,26,neg,same,female,1,735
30,1,3,27,pos,same,female,1,523
30,1,3,28,neg,same,female,0,928
30,1,3,29,neg,diff,female,1,644
30,1,3,30,pos,diff,female,1,756
30,1,3,31,neu,diff,female,1,1119
30,1,3,32,pos,same,female,1,683
30,1,3,33,neu,same,female,1,697
30,1,3,34,pos,same,female,1,1111
30,1,3,35,neg,diff,female,1,675
30,1,3,36,pos,same,female,1,802
30,1,3,37,pos,diff,female,1,731
30,1,3,38,neu,diff,female,1,487
30,1,3,39,pos,same,female,1,877
30,1,3,40,neu,same,female,1,740
30,1,3,41,pos,same,female,1,496
30,1,3,42,neu,same,female,1,550
30,1,3,43,neu,diff,female,1,489
30,1,3,44,neg,diff,female,0,335
30,1,3,45,neu,same,female,1,811
30,1,3,46,neg,same,female,1,596
30,1,3,47,neu,same,female,0,1254
30,1,3,48,pos,diff,female,1,717
30,1,3,49,neg,diff,female,1,890
30,1,3,50,neg,diff,female,0,783
30,1,3,51,neg,same,female,1,761
30,1,3,52,neg,same,female,0,1412
30,1,3,53,pos,diff,female,1,645
30,1,3,54,pos,diff,female,1,1477
30,1,3,55,neg,diff,female,1,659
30,1,4,1,neu,diff,female,0,NA
30,1,4,2,neg,diff,female,0,NA
30,1,4,3,neu,same,female,1,498
